,F_FUND_CODE,F_SETUP_DATE,F_STYLE_CODE,F_STYLE_NAME
6196,80009,2011/12/6,C03,债券->二级债基
6197,80010,2011/12/6,C03,债券->二级债基
6198,519994,2006/4/30,B02,混合->积极配置型
6199,1334,2015/5/20,B01,混合->灵活配置型
6200,4888,2017/8/30,B03,混合->保守配置型
6201,1503,2015/6/18,B01,混合->灵活配置型
6202,485,2013/12/24,C04,债券->理财债基
6203,2792,2016/12/7,B03,混合->保守配置型
6204,2793,2016/12/7,B03,混合->保守配置型
6205,486,2013/12/24,C04,债券->理财债基
6206,3211,2017/1/20,C03,债券->二级债基
6207,3212,2017/1/20,C03,债券->二级债基
6209,54,2013/3/13,C03,债券->二级债基
6211,5167,2018/1/19,B03,混合->保守配置型
6212,163004,2011/6/24,C02,债券->一级债基
6213,161909,2011/6/2,C02,债券->一级债基
6214,519748,2015/1/19,C01,债券->纯债型
6215,510380,2018/1/19,A0201,纯指数型
6216,519967,2015/5/6,C03,债券->二级债基
6217,400016,2012/10/9,C03,债券->二级债基
6219,817,2014/10/24,C01,债券->纯债型
6220,519128,2014/12/5,C01,债券->纯债型
6221,519129,2014/12/5,C01,债券->纯债型
6222,423,2013/12/19,B01,混合->灵活配置型
6223,5481,2018/2/8,B01,混合->灵活配置型
6224,338,2013/9/18,C03,债券->二级债基
6225,292,2013/10/22,C02,债券->一级债基
6226,5355,2018/2/8,B01,混合->灵活配置型
6227,293,2013/10/22,C02,债券->一级债基
6228,519123,2013/6/14,C01,债券->纯债型
6229,519124,2013/6/14,C01,债券->纯债型
6230,519110,2008/4/16,B02,混合->积极配置型
6231,121006,2008/6/11,B02,混合->积极配置型
6232,110013,2008/11/13,B02,混合->积极配置型
6233,519697,2009/1/21,B01,混合->灵活配置型
6234,398041,2009/6/24,B02,混合->积极配置型
6235,420005,2009/12/17,B02,混合->积极配置型
6236,4610,2017/8/9,C03,债券->二级债基
6237,3005,2016/12/27,C01,债券->纯债型
6238,100038,2009/12/16,A0202,增强指数型
6239,519026,2010/4/14,B02,混合->积极配置型
6240,399001,2010/3/25,A0202,增强指数型
6241,4644,2017/8/23,C03,债券->二级债基
6242,3993,2016/12/13,B01,混合->灵活配置型
6243,580007,2010/6/29,B01,混合->灵活配置型
6244,217015,2010/3/25,E,QDII
6245,530010,2010/5/28,A0201,纯指数型
6246,402,2014/5/16,C01,债券->纯债型
6247,403,2014/5/16,C01,债券->纯债型
6248,570006,2010/6/28,B02,混合->积极配置型
6249,750003,2012/9/25,C01,债券->纯债型
6250,161612,2010/11/15,A0201,纯指数型
6251,4970,2017/8/9,D,货币基金
6252,530011,2010/11/16,B02,混合->积极配置型
6253,40036,2012/9/7,C03,债券->二级债基
6254,40037,2012/9/7,C03,债券->二级债基
6255,540012,2012/8/1,A0201,纯指数型
6256,420006,2012/6/20,D,货币基金
6257,420106,2012/6/20,D,货币基金
6258,164209,2011/11/23,C02,债券->一级债基
6259,150219,2015/4/16,A0201,纯指数型
6260,150220,2015/4/16,A0201,纯指数型
6261,150247,2015/5/21,A0201,纯指数型
6262,150248,2015/5/21,A0201,纯指数型
6263,160619,2011/12/8,C01,债券->纯债型
6264,159942,2015/5/25,A0201,纯指数型
6265,519117,2012/5/14,A0201,纯指数型
6266,150275,2015/5/14,A0201,纯指数型
6267,150276,2015/5/14,A0201,纯指数型
6268,150221,2015/3/30,A0201,纯指数型
6269,166013,2012/4/16,C02,债券->一级债基
6270,162106,2012/3/9,C03,债券->二级债基
6271,660012,2012/4/24,B02,混合->积极配置型
6272,166017,2013/1/31,C01,债券->纯债型
6273,150222,2015/3/30,A0201,纯指数型
6274,150194,2014/9/2,A0201,纯指数型
6275,400020,2013/7/3,B04,混合->保本型
6276,519662,2013/8/9,C01,债券->纯债型
6277,519663,2013/8/9,C01,债券->纯债型
6278,166022,2013/11/28,C01,债券->纯债型
6279,4749,2017/8/11,D,货币基金
6280,150195,2014/9/2,A0201,纯指数型
6281,5522,2017/12/28,B01,混合->灵活配置型
6282,4857,2017/8/2,A0201,纯指数型
6284,5612,2018/2/1,A0101,积极股票型
6285,966,2015/2/11,B01,混合->灵活配置型
6286,5502,2018/2/1,A0101,积极股票型
6287,920,2014/12/3,D,货币基金
6288,150323,2015/7/9,A0201,纯指数型
6289,832,2014/10/15,D,货币基金
6290,576,2014/5/28,D,货币基金
6291,580,2014/5/28,D,货币基金
6292,4123,2017/3/15,C01,债券->纯债型
6293,647,2014/6/17,D,货币基金
6294,648,2014/6/17,D,货币基金
6295,573,2014/3/14,B01,混合->灵活配置型
6296,734,2014/8/25,D,货币基金
6297,553,2014/3/24,C01,债券->纯债型
6298,552,2014/3/24,C01,债券->纯债型
6299,519949,2016/11/10,B01,混合->灵活配置型
6300,930,2014/12/18,J01,商品ETF
6301,4655,2017/6/23,C01,债券->纯债型
6302,929,2014/12/18,J01,商品ETF
6303,502056,2015/7/23,A0201,纯指数型
6304,519656,2014/2/11,B01,混合->灵活配置型
6305,519657,2014/2/11,B01,混合->灵活配置型
6306,150324,2015/7/9,A0201,纯指数型
6307,502030,2015/7/31,A0201,纯指数型
6308,502031,2015/7/31,A0201,纯指数型
6309,4971,2017/8/9,D,货币基金
6310,4181,2017/1/18,C01,债券->纯债型
6311,2265,2016/1/13,C01,债券->纯债型
6312,2375,2016/1/14,B01,混合->灵活配置型
6313,502032,2015/7/31,A0201,纯指数型
6314,168105,2016/9/26,B01,混合->灵活配置型
6315,1675,2015/8/28,B01,混合->灵活配置型
6316,1676,2015/8/28,B01,混合->灵活配置型
6317,1666,2015/7/21,D,货币基金
6318,519030,2010/11/23,C03,债券->二级债基
6319,270023,2010/8/18,E,QDII
6320,90011,2010/6/22,B02,混合->积极配置型
6321,620006,2010/9/15,B02,混合->积极配置型
6322,40018,2010/9/19,E,QDII
6323,519027,2010/9/28,A0201,纯指数型
6324,470006,2010/9/21,B02,混合->积极配置型
6325,180020,2010/10/8,B01,混合->灵活配置型
6326,4357,2017/3/27,B01,混合->灵活配置型
6327,1573,2017/11/27,B01,混合->灵活配置型
6328,217017,2010/12/8,A0201,纯指数型
6329,5206,2017/12/1,B01,混合->灵活配置型
6330,398051,2010/12/9,B01,混合->灵活配置型
6331,511850,2016/6/30,D,货币基金
6332,512660,2016/7/26,A0201,纯指数型
6333,512880,2016/7/26,A0201,纯指数型
6334,290008,2010/12/15,B02,混合->积极配置型
6335,210005,2010/12/20,B02,混合->积极配置型
6336,519702,2010/12/22,B02,混合->积极配置型
6337,161834,2016/8/1,B01,混合->灵活配置型
6338,161125,2016/12/2,E,QDII
6339,161126,2016/11/28,E,QDII
6340,40019,2010/12/21,C02,债券->一级债基
6341,320013,2011/1/13,E,QDII
6342,1948,2015/12/8,C03,债券->二级债基
6343,1949,2015/12/8,C03,债券->二级债基
6345,1823,2015/11/11,B01,混合->灵活配置型
6346,501045,2017/9/6,A0201,纯指数型
6347,159927,2013/7/19,A0201,纯指数型
6348,519676,2011/5/31,C03,债券->二级债基
6349,2081,2015/11/24,B01,混合->灵活配置型
6350,5478,2018/2/7,B01,混合->灵活配置型
6352,2491,2016/3/22,C01,债券->纯债型
6353,150333,2015/8/6,A0201,纯指数型
6354,150334,2015/8/6,A0201,纯指数型
6355,1587,2015/7/16,A0201,纯指数型
6356,1590,2015/7/16,A0201,纯指数型
6357,1591,2015/7/16,A0201,纯指数型
6358,5552,2018/2/8,B01,混合->灵活配置型
6359,51,2009/7/10,A0201,纯指数型
6360,150329,2015/7/31,A0201,纯指数型
6361,150330,2015/7/31,A0201,纯指数型
6363,953,2015/4/22,B01,混合->灵活配置型
6364,4108,2017/2/16,C01,债券->纯债型
6365,3132,2017/1/13,B01,混合->灵活配置型
6366,3466,2016/11/4,C01,债券->纯债型
6367,5488,2017/12/25,C01,债券->纯债型
6368,4109,2017/2/16,C01,债券->纯债型
6369,4106,2017/1/23,C01,债券->纯债型
6370,2869,2016/11/2,C01,债券->纯债型
6371,3500,2016/10/27,C01,债券->纯债型
6372,519139,2016/11/11,B01,混合->灵活配置型
6373,3123,2016/12/7,C01,债券->纯债型
6374,3124,2016/12/7,C01,债券->纯债型
6375,1420,2015/6/24,A0201,纯指数型
6376,530012,2011/1/18,B01,混合->灵活配置型
6377,164207,2010/12/3,C02,债券->一级债基
6378,206007,2010/12/28,B02,混合->积极配置型
6379,270008,2008/7/16,B02,混合->积极配置型
6380,290005,2008/6/25,B01,混合->灵活配置型
6381,519066,2008/7/8,B01,混合->灵活配置型
6382,217011,2008/10/22,C02,债券->一级债基
6383,260111,2008/10/22,B02,混合->积极配置型
6384,70015,2008/9/10,C03,债券->二级债基
6385,70016,2008/9/10,C03,债券->二级债基
6386,3700,2017/7/24,C01,债券->纯债型
6387,100032,2008/11/20,A0202,增强指数型
6388,3784,2017/2/9,B01,混合->灵活配置型
6389,5299,2018/2/1,B01,混合->灵活配置型
6390,511680,2016/9/9,D,货币基金
6391,166402,2017/4/27,A0201,纯指数型
6392,270010,2008/12/30,A0201,纯指数型
6393,519069,2009/1/23,B02,混合->积极配置型
6394,4243,2017/2/28,E,QDII
6395,5223,2018/2/1,A0201,纯指数型
6396,5213,2018/2/1,C01,债券->纯债型
6397,4094,2017/1/10,B01,混合->灵活配置型
6398,4095,2017/1/10,B01,混合->灵活配置型
6399,5041,2018/2/1,B02,混合->积极配置型
6400,511650,2016/12/29,D,货币基金
6401,1659,2016/12/7,B01,混合->灵活配置型
6402,954,2015/4/22,B01,混合->灵活配置型
6403,1300,2015/5/26,B01,混合->灵活配置型
6404,1301,2015/5/26,B01,混合->灵活配置型
6405,3605,2016/11/11,C01,债券->纯债型
6406,4220,2017/1/9,C01,债券->纯债型
6407,163008,2017/1/9,C03,债券->二级债基
6408,932,2015/1/14,B03,混合->保守配置型
6409,933,2015/1/14,B03,混合->保守配置型
6410,3664,2016/12/27,C01,债券->纯债型
6411,519328,2016/11/11,C01,债券->纯债型
6412,2450,2016/3/29,B01,混合->灵活配置型
6413,3665,2016/12/27,C01,债券->纯债型
6414,519329,2016/11/11,C01,债券->纯债型
6415,2451,2016/3/29,B01,混合->灵活配置型
6416,1548,2015/7/16,A0201,纯指数型
6417,3594,2016/11/10,B01,混合->灵活配置型
6418,1549,2015/7/16,A0201,纯指数型
6419,3595,2016/11/10,B01,混合->灵活配置型
6420,3799,2016/12/9,B01,混合->灵活配置型
6421,1588,2015/7/16,A0201,纯指数型
6422,1589,2015/7/16,A0201,纯指数型
6423,1586,2015/7/16,A0201,纯指数型
6424,3800,2016/12/9,B01,混合->灵活配置型
6425,3902,2016/12/16,C01,债券->纯债型
6426,3903,2016/12/16,C01,债券->纯债型
6427,3442,2016/12/7,C01,债券->纯债型
6428,121011,2009/1/19,D,货币基金
6429,3443,2016/12/7,C01,债券->纯债型
6430,3571,2016/12/7,C01,债券->纯债型
6431,128011,2009/1/19,D,货币基金
6432,3572,2016/12/7,C01,债券->纯债型
6433,110015,2009/3/26,B02,混合->积极配置型
6434,310378,2008/12/4,C02,债券->一级债基
6435,310379,2008/12/4,C02,债券->一级债基
6436,160635,2015/8/17,A0201,纯指数型
6437,530006,2008/11/25,B02,混合->积极配置型
6438,161629,2015/7/17,A0201,纯指数型
6439,161628,2015/7/1,A0201,纯指数型
6440,502010,2015/7/8,A0201,纯指数型
6441,502003,2015/7/8,A0201,纯指数型
6442,160634,2015/6/16,A0201,纯指数型
6443,160636,2015/6/16,A0201,纯指数型
6444,161030,2015/6/25,A0201,纯指数型
6445,160637,2015/6/9,A0201,纯指数型
6446,164907,2015/6/26,A0201,纯指数型
6447,502006,2015/6/15,A0201,纯指数型
6448,161122,2015/6/3,A0201,纯指数型
6449,161121,2015/6/3,A0201,纯指数型
6450,161123,2015/6/3,A0201,纯指数型
6451,162413,2015/6/4,A0201,纯指数型
6452,160517,2015/6/9,A0201,纯指数型
6453,160419,2015/6/9,A0201,纯指数型
6454,165515,2012/2/1,A0201,纯指数型
6455,162714,2012/5/7,A0201,纯指数型
6456,166105,2012/5/7,C02,债券->一级债基
6457,160417,2012/6/25,A0201,纯指数型
6458,162510,2012/3/23,A0201,纯指数型
6459,160806,2012/5/12,A0201,纯指数型
6460,160217,2011/12/29,C02,债券->一级债基
6461,162010,2012/1/30,A0201,纯指数型
6462,161818,2011/9/28,B02,混合->积极配置型
6463,162308,2011/9/1,C03,债券->二级债基
6464,161022,2013/9/12,A0201,纯指数型
6465,162108,2013/5/2,C01,债券->纯债型
6466,91,2013/5/9,C01,债券->纯债型
6467,161823,2013/1/18,C01,债券->纯债型
6468,161118,2012/9/20,A0201,纯指数型
6469,160631,2015/4/17,A0201,纯指数型
6470,160633,2015/5/6,A0201,纯指数型
6471,160632,2015/4/29,A0201,纯指数型
6472,164905,2015/3/26,A0201,纯指数型
6473,161028,2015/3/30,A0201,纯指数型
6474,161027,2015/3/27,A0201,纯指数型
6475,160221,2015/3/30,A0201,纯指数型
6476,768,2014/10/28,C01,债券->纯债型
6477,165522,2014/11/28,A0201,纯指数型
6478,160629,2014/12/11,A0201,纯指数型
6479,160630,2014/11/13,A0201,纯指数型
6480,160628,2014/9/12,A0201,纯指数型
6481,164304,2014/9/11,A0201,纯指数型
6482,161831,2014/4/9,E,QDII
6483,161024,2014/4/4,A0201,纯指数型
6484,160625,2014/5/5,A0201,纯指数型
6485,160626,2014/5/5,A0201,纯指数型
6486,428,2013/11/14,C01,债券->纯债型
6487,165521,2013/12/20,A0201,纯指数型
6488,161811,2009/10/14,A0201,纯指数型
6489,519023,2008/10/24,C02,债券->一级债基
6490,620001,2007/8/15,B03,混合->保守配置型
6491,2875,2016/8/9,B01,混合->灵活配置型
6492,2614,2016/8/9,B01,混合->灵活配置型
6493,511770,2017/3/20,D,货币基金
6494,161628,2015/7/1,A0201,纯指数型
6495,1449,2015/7/8,B01,混合->灵活配置型
6496,1471,2015/6/29,B01,混合->灵活配置型
6497,164907,2015/6/26,A0201,纯指数型
6498,1448,2015/6/16,B03,混合->保守配置型
6499,165511,2011/2/11,A0201,纯指数型
6500,161816,2011/3/17,A0201,纯指数型
6501,501036,2017/8/10,A0201,纯指数型
6502,162509,2010/4/16,A0201,纯指数型
6503,3989,2017/4/17,C01,债券->纯债型
6504,270007,2007/6/13,B01,混合->灵活配置型
6505,260110,2007/6/18,B02,混合->积极配置型
6506,40006,2006/11/2,E,QDII
6507,844,2014/12/1,B05,混合->特定策略型
6508,377016,2007/10/22,E,QDII
6509,150293,2015/6/10,A0201,纯指数型
6510,121007,2007/7/17,A0201,纯指数型
6511,270009,2008/3/27,C02,债券->一级债基
6512,519078,2008/3/6,C02,债券->一级债基
6513,150294,2015/6/10,A0201,纯指数型
6514,163805,2008/4/3,B02,混合->积极配置型
6515,395001,2008/4/10,C02,债券->一级债基
6516,5122,2017/10/23,D,货币基金
6517,161038,2017/7/21,B02,混合->积极配置型
6518,177,2013/8/21,C01,债券->纯债型
6519,197,2013/6/27,C01,债券->纯债型
6520,501016,2017/4/27,A0201,纯指数型
6521,181,2013/7/30,C01,债券->纯债型
6522,182,2013/7/30,C01,债券->纯债型
6523,175,2013/6/27,C01,债券->纯债型
6524,174,2013/6/27,C01,债券->纯债型
6525,519717,2013/1/9,C04,债券->理财债基
6526,161037,2017/4/27,A0202,增强指数型
6527,40040,2013/2/5,C01,债券->纯债型
6528,4142,2017/3/1,B01,混合->灵活配置型
6529,4143,2017/3/1,B01,混合->灵活配置型
6530,320006,2008/5/20,B01,混合->灵活配置型
6531,373020,2008/5/21,B02,混合->积极配置型
6532,217010,2008/6/19,B02,混合->积极配置型
6533,530008,2008/6/25,C02,债券->一级债基
6534,392001,2010/7/28,D,货币基金
6535,392002,2010/7/28,D,货币基金
6536,70020,2010/9/1,C03,债券->二级债基
6537,3567,2017/2/4,B02,混合->积极配置型
6538,166023,2017/7/31,B01,混合->灵活配置型
6539,511700,2016/9/23,D,货币基金
6540,161130,2017/6/23,E,QDII
6541,2379,2016/3/9,E,QDII
6542,2380,2016/3/9,E,QDII
6543,2348,2016/3/22,C01,债券->纯债型
6544,100050,2010/10/20,E,QDII
6545,2349,2016/3/22,C01,债券->纯债型
6546,470888,2010/6/25,E,QDII
6547,501019,2017/3/29,A0201,纯指数型
6548,501020,2017/3/29,A0201,纯指数型
6549,4686,2017/9/6,A0101,积极股票型
6550,217016,2010/6/22,A0201,纯指数型
6551,3400,2016/11/16,C01,债券->纯债型
6552,3109,2017/1/5,C03,债券->二级债基
6553,3110,2017/1/5,C03,债券->二级债基
6554,3809,2016/12/7,C01,债券->纯债型
6555,3810,2016/12/7,C01,债券->纯债型
6556,3223,2016/11/23,C01,债券->纯债型
6557,161715,2012/6/28,A0201,纯指数型
6558,3733,2016/11/23,C01,债券->纯债型
6559,160422,2017/4/11,A0201,纯指数型
6560,3312,2017/1/16,A0101,积极股票型
6561,2808,2016/12/21,B01,混合->灵活配置型
6562,3502,2016/12/6,B01,混合->灵活配置型
6563,3503,2016/12/6,B01,混合->灵活配置型
6564,40041,2013/2/5,C01,债券->纯债型
6565,4913,2017/11/29,B03,混合->保守配置型
6566,4914,2017/11/29,B03,混合->保守配置型
6567,400018,2012/12/19,B01,混合->灵活配置型
6568,206016,2012/12/19,C04,债券->理财债基
6569,3833,2016/11/28,C01,债券->纯债型
6570,3546,2016/11/30,C03,债券->二级债基
6571,3847,2016/11/30,C01,债券->纯债型
6572,206017,2012/12/19,C04,债券->理财债基
6573,20034,2012/12/26,C03,债券->二级债基
6574,20033,2012/12/26,C03,债券->二级债基
6575,233015,2012/12/11,B02,混合->积极配置型
6576,110050,2012/11/26,C04,债券->理财债基
6577,994,2015/2/3,B01,混合->灵活配置型
6578,995,2015/2/3,B01,混合->灵活配置型
6579,501009,2016/12/22,A0201,纯指数型
6580,501011,2016/12/29,A0201,纯指数型
6581,794,2014/9/26,B01,混合->灵活配置型
6582,796,2014/9/26,B01,混合->灵活配置型
6583,928,2014/12/16,B01,混合->灵活配置型
6584,511670,2017/8/11,D,货币基金
6585,501038,2017/8/11,B02,混合->积极配置型
6586,164818,2015/5/21,A0201,纯指数型
6587,165316,2015/8/6,A0201,纯指数型
6588,1482,2015/8/6,A0101,积极股票型
6589,1542,2015/8/4,A0101,积极股票型
6590,3180,2016/11/11,C03,债券->二级债基
6591,1363,2015/7/27,B04,混合->保本型
6592,1531,2015/7/14,B04,混合->保本型
6593,1410,2015/7/31,A0101,积极股票型
6594,3181,2016/11/11,C03,债券->二级债基
6595,4144,2017/1/18,B03,混合->保守配置型
6596,3537,2017/4/17,D,货币基金
6597,3360,2017/3/30,C03,债券->二级债基
6598,1622,2016/10/26,B01,混合->灵活配置型
6599,4328,2017/2/24,B03,混合->保守配置型
6600,206005,2010/8/5,A0201,纯指数型
6601,519095,2010/7/21,B02,混合->积极配置型
6602,2324,2016/2/3,D,货币基金
6603,118001,2010/1/21,E,QDII
6604,41003,2009/12/23,D,货币基金
6605,470008,2009/12/22,B02,混合->积极配置型
6606,217013,2009/12/25,B02,混合->积极配置型
6607,40015,2009/12/22,B01,混合->灵活配置型
6608,320009,2009/9/1,C03,债券->二级债基
6609,80005,2009/11/25,B02,混合->积极配置型
6610,519115,2009/12/3,B02,混合->积极配置型
6611,2900,2016/8/17,A0201,纯指数型
6612,1183,2015/4/17,B01,混合->灵活配置型
6613,1570,2015/11/19,B01,混合->灵活配置型
6614,163409,2011/5/6,B02,混合->积极配置型
6615,160139,2017/4/26,E,QDII
6616,501302,2017/7/21,E,QDII
6617,4344,2017/2/23,A0201,纯指数型
6618,510260,2011/4/7,A0201,纯指数型
6619,510120,2011/4/22,A0201,纯指数型
6620,110021,2010/3/31,A0201,纯指数型
6621,510150,2010/12/8,A0201,纯指数型
6622,150023,2010/10/22,A0201,纯指数型
6623,210004,2010/4/14,B02,混合->积极配置型
