,secID,endDate,ADJUST_NAV
5939,001496.OFCN,2017/3/31,0.855
5940,001496.OFCN,2017/4/5,0.873
5941,001496.OFCN,2017/4/6,0.874
5942,001496.OFCN,2017/4/7,0.879
5943,001496.OFCN,2017/4/10,0.875
5944,001496.OFCN,2017/4/11,0.881
5945,001496.OFCN,2017/4/12,0.866
5946,001496.OFCN,2017/4/13,0.869
5947,001496.OFCN,2017/4/14,0.854
5948,001496.OFCN,2017/4/17,0.846
5949,001496.OFCN,2017/4/18,0.842
5950,001496.OFCN,2017/4/19,0.834
5951,001496.OFCN,2017/4/20,0.831
5952,001496.OFCN,2017/4/21,0.824
5953,001496.OFCN,2017/4/24,0.798
5954,001496.OFCN,2017/4/25,0.798
5955,001496.OFCN,2017/4/26,0.798
5956,001496.OFCN,2017/4/27,0.8
5957,001496.OFCN,2017/4/28,0.809
5958,001496.OFCN,2017/5/2,0.818
5959,001496.OFCN,2017/5/3,0.818
5960,001496.OFCN,2017/5/4,0.821
5961,001496.OFCN,2017/5/5,0.81
5962,001496.OFCN,2017/5/8,0.801
5963,001496.OFCN,2017/5/9,0.804
5964,001496.OFCN,2017/5/10,0.788
5965,001496.OFCN,2017/5/11,0.783
5966,001496.OFCN,2017/5/12,0.784
5967,001496.OFCN,2017/5/15,0.796
5968,001496.OFCN,2017/5/16,0.815
5969,001496.OFCN,2017/5/17,0.815
5970,001496.OFCN,2017/5/18,0.811
5971,001496.OFCN,2017/5/19,0.809
5972,001496.OFCN,2017/5/22,0.793
5973,001496.OFCN,2017/5/23,0.768
5974,001496.OFCN,2017/5/24,0.773
5975,001496.OFCN,2017/5/25,0.777
5976,001496.OFCN,2017/5/26,0.772
5977,001496.OFCN,2017/5/31,0.772
5978,001521.OFCN,2017/3/1,1.085
5979,001521.OFCN,2017/3/2,1.076
5980,001521.OFCN,2017/3/3,1.078
5981,001521.OFCN,2017/3/6,1.085
5982,001521.OFCN,2017/3/7,1.087
5983,001521.OFCN,2017/3/8,1.084
5984,001521.OFCN,2017/3/9,1.071
5985,001521.OFCN,2017/3/10,1.078
5986,001521.OFCN,2017/3/13,1.089
5987,001521.OFCN,2017/3/14,1.089
5988,001521.OFCN,2017/3/15,1.092
5989,001521.OFCN,2017/3/16,1.101
5990,001521.OFCN,2017/3/17,1.093
5991,001521.OFCN,2017/3/20,1.097
5992,001521.OFCN,2017/3/21,1.11
5993,001521.OFCN,2017/3/22,1.115
5994,001521.OFCN,2017/3/23,1.12
5995,001521.OFCN,2017/3/24,1.13
5996,001521.OFCN,2017/3/27,1.123
5997,001521.OFCN,2017/3/28,1.124
5998,001521.OFCN,2017/3/29,1.123
5999,001521.OFCN,2017/3/30,1.113
6000,001521.OFCN,2017/3/31,1.119
6001,001521.OFCN,2017/4/5,1.142
6002,001521.OFCN,2017/4/6,1.153
6003,001521.OFCN,2017/4/7,1.154
6004,001521.OFCN,2017/4/10,1.151
6005,001521.OFCN,2017/4/11,1.156
6006,001521.OFCN,2017/4/12,1.153
6007,001521.OFCN,2017/4/13,1.161
6008,001521.OFCN,2017/4/14,1.146
6009,001521.OFCN,2017/4/17,1.143
6010,001521.OFCN,2017/4/18,1.153
6011,001521.OFCN,2017/4/19,1.149
6012,001521.OFCN,2017/4/20,1.17
6013,001521.OFCN,2017/4/21,1.159
6014,001521.OFCN,2017/4/24,1.134
6015,001521.OFCN,2017/4/25,1.14
6016,001521.OFCN,2017/4/26,1.137
6017,001521.OFCN,2017/4/27,1.14
6018,001521.OFCN,2017/4/28,1.132
6019,001521.OFCN,2017/5/2,1.134
6020,001521.OFCN,2017/5/3,1.133
6021,001521.OFCN,2017/5/4,1.131
6022,001521.OFCN,2017/5/5,1.119
6023,001521.OFCN,2017/5/8,1.106
6024,001521.OFCN,2017/5/9,1.112
6025,001521.OFCN,2017/5/10,1.097
6026,001521.OFCN,2017/5/11,1.105
6027,001521.OFCN,2017/5/12,1.104
6028,001521.OFCN,2017/5/15,1.114
6029,001521.OFCN,2017/5/16,1.134
6030,001521.OFCN,2017/5/17,1.13
6031,001521.OFCN,2017/5/18,1.121
6032,001521.OFCN,2017/5/19,1.117
6033,001521.OFCN,2017/5/22,1.107
6034,001521.OFCN,2017/5/23,1.099
6035,001521.OFCN,2017/5/24,1.102
6036,001521.OFCN,2017/5/25,1.107
6037,001521.OFCN,2017/5/26,1.105
6038,001521.OFCN,2017/5/31,1.109
6039,001528.OFCN,2017/3/1,1.178
6040,001528.OFCN,2017/3/2,1.171
6041,001528.OFCN,2017/3/3,1.166
6042,001528.OFCN,2017/3/6,1.17
6043,001528.OFCN,2017/3/7,1.174
6044,001528.OFCN,2017/3/8,1.172
6045,001528.OFCN,2017/3/9,1.167
6046,001528.OFCN,2017/3/10,1.17
6047,001528.OFCN,2017/3/13,1.179
6048,001528.OFCN,2017/3/14,1.175
6049,001528.OFCN,2017/3/15,1.18
6050,001528.OFCN,2017/3/16,1.183
6051,001528.OFCN,2017/3/17,1.174
6052,001528.OFCN,2017/3/20,1.184
6053,001528.OFCN,2017/3/21,1.197
6054,001528.OFCN,2017/3/22,1.206
6055,001528.OFCN,2017/3/23,1.205
6056,001528.OFCN,2017/3/24,1.212
6057,001528.OFCN,2017/3/27,1.203
6058,001528.OFCN,2017/3/28,1.196
6059,001528.OFCN,2017/3/29,1.195
6060,001528.OFCN,2017/3/30,1.186
6061,001528.OFCN,2017/3/31,1.192
6062,001528.OFCN,2017/4/5,1.2
6063,001528.OFCN,2017/4/6,1.199
6064,001528.OFCN,2017/4/7,1.204
6065,001528.OFCN,2017/4/10,1.197
6066,001528.OFCN,2017/4/11,1.194
6067,001528.OFCN,2017/4/12,1.19
6068,001528.OFCN,2017/4/13,1.194
6069,001528.OFCN,2017/4/14,1.188
6070,001528.OFCN,2017/4/17,1.189
6071,001528.OFCN,2017/4/18,1.195
6072,001528.OFCN,2017/4/19,1.193
6073,001528.OFCN,2017/4/20,1.218
6074,001528.OFCN,2017/4/21,1.208
6075,001528.OFCN,2017/4/24,1.188
6076,001528.OFCN,2017/4/25,1.191
6077,001528.OFCN,2017/4/26,1.194
6078,001528.OFCN,2017/4/27,1.192
6079,001528.OFCN,2017/4/28,1.182
6080,001528.OFCN,2017/5/2,1.185
6081,001528.OFCN,2017/5/3,1.179
6082,001528.OFCN,2017/5/4,1.183
6083,001528.OFCN,2017/5/5,1.173
6084,001528.OFCN,2017/5/8,1.165
6085,001528.OFCN,2017/5/9,1.159
6086,001528.OFCN,2017/5/10,1.161
6087,001528.OFCN,2017/5/11,1.167
6088,001528.OFCN,2017/5/12,1.169
6089,001528.OFCN,2017/5/15,1.186
6090,001528.OFCN,2017/5/16,1.203
6091,001528.OFCN,2017/5/17,1.192
6092,001528.OFCN,2017/5/18,1.192
6093,001528.OFCN,2017/5/19,1.198
6094,001528.OFCN,2017/5/22,1.205
6095,001528.OFCN,2017/5/23,1.206
6096,001528.OFCN,2017/5/24,1.203
6097,001528.OFCN,2017/5/25,1.209
6098,001528.OFCN,2017/5/26,1.209
6099,001528.OFCN,2017/5/31,1.212
6100,001541.OFCN,2017/3/1,0.887
6101,001541.OFCN,2017/3/2,0.884
6102,001541.OFCN,2017/3/3,0.89
6103,001541.OFCN,2017/3/6,0.899
6104,001541.OFCN,2017/3/7,0.899
6105,001541.OFCN,2017/3/8,0.898
6106,001541.OFCN,2017/3/9,0.896
6107,001541.OFCN,2017/3/10,0.896
6108,001541.OFCN,2017/3/13,0.909
6109,001541.OFCN,2017/3/14,0.904
6110,001541.OFCN,2017/3/15,0.906
6111,001541.OFCN,2017/3/16,0.911
6112,001541.OFCN,2017/3/17,0.903
6113,001541.OFCN,2017/3/20,0.903
6114,001541.OFCN,2017/3/21,0.905
6115,001541.OFCN,2017/3/22,0.905
6116,001541.OFCN,2017/3/23,0.913
6117,001541.OFCN,2017/3/24,0.917
6118,001541.OFCN,2017/3/27,0.909
6119,001541.OFCN,2017/3/28,0.907
6120,001541.OFCN,2017/3/29,0.903
6121,001541.OFCN,2017/3/30,0.889
6122,001541.OFCN,2017/3/31,0.893
6123,001541.OFCN,2017/4/5,0.909
6124,001541.OFCN,2017/4/6,0.91
6125,001541.OFCN,2017/4/7,0.909
6126,001541.OFCN,2017/4/10,0.903
6127,001541.OFCN,2017/4/11,0.902
6128,001541.OFCN,2017/4/12,0.902
6129,001541.OFCN,2017/4/13,0.906
6130,001541.OFCN,2017/4/14,0.897
6131,001541.OFCN,2017/4/17,0.888
6132,001541.OFCN,2017/4/18,0.891
6133,001541.OFCN,2017/4/19,0.885
6134,001541.OFCN,2017/4/20,0.893
6135,001541.OFCN,2017/4/21,0.89
6136,001541.OFCN,2017/4/24,0.873
6137,001541.OFCN,2017/4/25,0.88
6138,001541.OFCN,2017/4/26,0.883
6139,001541.OFCN,2017/4/27,0.889
6140,001541.OFCN,2017/4/28,0.889
6141,001541.OFCN,2017/5/2,0.887
6142,001541.OFCN,2017/5/3,0.882
6143,001541.OFCN,2017/5/4,0.877
6144,001541.OFCN,2017/5/5,0.869
6145,001541.OFCN,2017/5/8,0.867
6146,001541.OFCN,2017/5/9,0.867
6147,001541.OFCN,2017/5/10,0.865
6148,001541.OFCN,2017/5/11,0.865
6149,001541.OFCN,2017/5/12,0.865
6150,001541.OFCN,2017/5/15,0.874
6151,001541.OFCN,2017/5/16,0.889
6152,001541.OFCN,2017/5/17,0.884
6153,001541.OFCN,2017/5/18,0.877
6154,001541.OFCN,2017/5/19,0.874
6155,001541.OFCN,2017/5/22,0.88
6156,001541.OFCN,2017/5/23,0.875
6157,001541.OFCN,2017/5/24,0.876
6158,001541.OFCN,2017/5/25,0.881
6159,001541.OFCN,2017/5/26,0.876
6160,001541.OFCN,2017/5/31,0.873
6161,001542.OFCN,2017/3/1,1.341
6162,001542.OFCN,2017/3/2,1.35
6163,001542.OFCN,2017/3/3,1.376
6164,001542.OFCN,2017/3/6,1.392
6165,001542.OFCN,2017/3/7,1.392
6166,001542.OFCN,2017/3/8,1.39
6167,001542.OFCN,2017/3/9,1.386
6168,001542.OFCN,2017/3/10,1.397
6169,001542.OFCN,2017/3/13,1.425
6170,001542.OFCN,2017/3/14,1.409
6171,001542.OFCN,2017/3/15,1.409
6172,001542.OFCN,2017/3/16,1.423
6173,001542.OFCN,2017/3/17,1.407
6174,001542.OFCN,2017/3/20,1.399
6175,001542.OFCN,2017/3/21,1.42
6176,001542.OFCN,2017/3/22,1.43
6177,001542.OFCN,2017/3/23,1.423
6178,001542.OFCN,2017/3/24,1.424
6179,001542.OFCN,2017/3/27,1.42
6180,001542.OFCN,2017/3/28,1.413
6181,001542.OFCN,2017/3/29,1.408
6182,001542.OFCN,2017/3/30,1.404
6183,001542.OFCN,2017/3/31,1.433
6184,001542.OFCN,2017/4/5,1.485
6185,001542.OFCN,2017/4/6,1.489
6186,001542.OFCN,2017/4/7,1.488
6187,001542.OFCN,2017/4/10,1.471
6188,001542.OFCN,2017/4/11,1.459
6189,001542.OFCN,2017/4/12,1.446
6190,001542.OFCN,2017/4/13,1.47
6191,001542.OFCN,2017/4/14,1.442
6192,001542.OFCN,2017/4/17,1.443
6193,001542.OFCN,2017/4/18,1.448
6194,001542.OFCN,2017/4/19,1.437
6195,001542.OFCN,2017/4/20,1.441
6196,001542.OFCN,2017/4/21,1.434
6197,001542.OFCN,2017/4/24,1.385
6198,001542.OFCN,2017/4/25,1.409
6199,001542.OFCN,2017/4/26,1.424
6200,001542.OFCN,2017/4/27,1.445
6201,001542.OFCN,2017/4/28,1.437
6202,001542.OFCN,2017/5/2,1.442
6203,001542.OFCN,2017/5/3,1.44
6204,001542.OFCN,2017/5/4,1.43
6205,001542.OFCN,2017/5/5,1.406
6206,001542.OFCN,2017/5/8,1.38
6207,001542.OFCN,2017/5/9,1.4
6208,001542.OFCN,2017/5/10,1.394
6209,001542.OFCN,2017/5/11,1.404
6210,001542.OFCN,2017/5/12,1.407
6211,001542.OFCN,2017/5/15,1.409
6212,001542.OFCN,2017/5/16,1.453
6213,001542.OFCN,2017/5/17,1.435
6214,001542.OFCN,2017/5/18,1.428
6215,001542.OFCN,2017/5/19,1.426
6216,001542.OFCN,2017/5/22,1.436
6217,001542.OFCN,2017/5/23,1.443
6218,001542.OFCN,2017/5/24,1.443
6219,001542.OFCN,2017/5/25,1.45
6220,001542.OFCN,2017/5/26,1.443
6221,001542.OFCN,2017/5/31,1.437
6222,001577.OFCN,2017/3/1,1.052
6223,001577.OFCN,2017/3/2,1.047
6224,001577.OFCN,2017/3/3,1.048
6225,001577.OFCN,2017/3/6,1.052
6226,001577.OFCN,2017/3/7,1.055
6227,001577.OFCN,2017/3/8,1.053
6228,001577.OFCN,2017/3/9,1.047
6229,001577.OFCN,2017/3/10,1.048
6230,001577.OFCN,2017/3/13,1.055
6231,001577.OFCN,2017/3/14,1.054
6232,001577.OFCN,2017/3/15,1.052
6233,001577.OFCN,2017/3/16,1.059
6234,001577.OFCN,2017/3/17,1.048
6235,001577.OFCN,2017/3/20,1.047
6236,001577.OFCN,2017/3/21,1.052
6237,001577.OFCN,2017/3/22,1.046
6238,001577.OFCN,2017/3/23,1.049
6239,001577.OFCN,2017/3/24,1.055
6240,001577.OFCN,2017/3/27,1.057
6241,001577.OFCN,2017/3/28,1.05
6242,001577.OFCN,2017/3/29,1.045
6243,001577.OFCN,2017/3/30,1.044
6244,001577.OFCN,2017/3/31,1.053
6245,001577.OFCN,2017/4/5,1.061
6246,001577.OFCN,2017/4/6,1.062
6247,001577.OFCN,2017/4/7,1.061
6248,001577.OFCN,2017/4/10,1.051
6249,001577.OFCN,2017/4/11,1.051
6250,001577.OFCN,2017/4/12,1.048
6251,001577.OFCN,2017/4/13,1.048
6252,001577.OFCN,2017/4/14,1.041
6253,001577.OFCN,2017/4/17,1.041
6254,001577.OFCN,2017/4/18,1.039
6255,001577.OFCN,2017/4/19,1.036
6256,001577.OFCN,2017/4/20,1.036
6257,001577.OFCN,2017/4/21,1.042
6258,001577.OFCN,2017/4/24,1.032
6259,001577.OFCN,2017/4/25,1.043
6260,001577.OFCN,2017/4/26,1.04
6261,001577.OFCN,2017/4/27,1.038
6262,001577.OFCN,2017/4/28,1.034
6263,001577.OFCN,2017/5/2,1.03
6264,001577.OFCN,2017/5/3,1.02
6265,001577.OFCN,2017/5/4,1.013
6266,001577.OFCN,2017/5/5,1.006
6267,001577.OFCN,2017/5/8,0.99
6268,001577.OFCN,2017/5/9,0.994
6269,001577.OFCN,2017/5/10,0.99
6270,001577.OFCN,2017/5/11,0.997
6271,001577.OFCN,2017/5/12,1.006
6272,001577.OFCN,2017/5/15,1.009
6273,001577.OFCN,2017/5/16,1.016
6274,001577.OFCN,2017/5/17,1.009
6275,001577.OFCN,2017/5/18,1.006
6276,001577.OFCN,2017/5/19,1.004
6277,001577.OFCN,2017/5/22,0.996
6278,001577.OFCN,2017/5/23,0.987
6279,001577.OFCN,2017/5/24,0.988
6280,001577.OFCN,2017/5/25,1.003
6281,001577.OFCN,2017/5/26,1.004
6282,001577.OFCN,2017/5/31,1.003
6283,001616.OFCN,2017/3/1,1.227
6284,001616.OFCN,2017/3/2,1.22
6285,001616.OFCN,2017/3/3,1.222
6286,001616.OFCN,2017/3/6,1.239
6287,001616.OFCN,2017/3/7,1.237
6288,001616.OFCN,2017/3/8,1.233
6289,001616.OFCN,2017/3/9,1.22
6290,001616.OFCN,2017/3/10,1.228
6291,001616.OFCN,2017/3/13,1.243
6292,001616.OFCN,2017/3/14,1.234
6293,001616.OFCN,2017/3/15,1.237
6294,001616.OFCN,2017/3/16,1.247
6295,001616.OFCN,2017/3/17,1.231
6296,001616.OFCN,2017/3/20,1.232
6297,001616.OFCN,2017/3/21,1.246
6298,001616.OFCN,2017/3/22,1.251
6299,001616.OFCN,2017/3/23,1.253
6300,001616.OFCN,2017/3/24,1.253
6301,001616.OFCN,2017/3/27,1.243
6302,001616.OFCN,2017/3/28,1.236
6303,001616.OFCN,2017/3/29,1.236
6304,001616.OFCN,2017/3/30,1.221
6305,001616.OFCN,2017/3/31,1.229
6306,001616.OFCN,2017/4/5,1.259
6307,001616.OFCN,2017/4/6,1.27
6308,001616.OFCN,2017/4/7,1.27
6309,001616.OFCN,2017/4/10,1.268
6310,001616.OFCN,2017/4/11,1.271
6311,001616.OFCN,2017/4/12,1.263
6312,001616.OFCN,2017/4/13,1.273
6313,001616.OFCN,2017/4/14,1.254
6314,001616.OFCN,2017/4/17,1.257
6315,001616.OFCN,2017/4/18,1.253
6316,001616.OFCN,2017/4/19,1.253
6317,001616.OFCN,2017/4/20,1.26
6318,001616.OFCN,2017/4/21,1.251
6319,001616.OFCN,2017/4/24,1.215
6320,001616.OFCN,2017/4/25,1.228
6321,001616.OFCN,2017/4/26,1.227
6322,001616.OFCN,2017/4/27,1.235
6323,001616.OFCN,2017/4/28,1.233
6324,001616.OFCN,2017/5/2,1.245
6325,001616.OFCN,2017/5/3,1.24
6326,001616.OFCN,2017/5/4,1.238
6327,001616.OFCN,2017/5/5,1.227
6328,001616.OFCN,2017/5/8,1.193
6329,001616.OFCN,2017/5/9,1.196
6330,001616.OFCN,2017/5/10,1.186
6331,001616.OFCN,2017/5/11,1.197
6332,001616.OFCN,2017/5/12,1.191
6333,001616.OFCN,2017/5/15,1.184
6334,001616.OFCN,2017/5/16,1.21
6335,001616.OFCN,2017/5/17,1.204
6336,001616.OFCN,2017/5/18,1.186
6337,001616.OFCN,2017/5/19,1.187
6338,001616.OFCN,2017/5/22,1.186
6339,001616.OFCN,2017/5/23,1.18
6340,001616.OFCN,2017/5/24,1.176
6341,001616.OFCN,2017/5/25,1.17
6342,001616.OFCN,2017/5/26,1.168
6343,001616.OFCN,2017/5/31,1.171
6344,001626.OFCN,2017/3/1,1.079
6345,001626.OFCN,2017/3/2,1.076
6346,001626.OFCN,2017/3/3,1.078
6347,001626.OFCN,2017/3/6,1.085
6348,001626.OFCN,2017/3/7,1.082
6349,001626.OFCN,2017/3/8,1.078
6350,001626.OFCN,2017/3/9,1.072
6351,001626.OFCN,2017/3/10,1.079
6352,001626.OFCN,2017/3/13,1.089
6353,001626.OFCN,2017/3/14,1.087
6354,001626.OFCN,2017/3/15,1.091
6355,001626.OFCN,2017/3/16,1.096
6356,001626.OFCN,2017/3/17,1.084
6357,001626.OFCN,2017/3/20,1.082
6358,001626.OFCN,2017/3/21,1.095
6359,001626.OFCN,2017/3/22,1.095
6360,001626.OFCN,2017/3/23,1.097
6361,001626.OFCN,2017/3/24,1.101
6362,001626.OFCN,2017/3/27,1.095
6363,001626.OFCN,2017/3/28,1.092
6364,001626.OFCN,2017/3/29,1.089
6365,001626.OFCN,2017/3/30,1.078
6366,001626.OFCN,2017/3/31,1.091
6367,001626.OFCN,2017/4/5,1.117
6368,001626.OFCN,2017/4/6,1.119
6369,001626.OFCN,2017/4/7,1.123
6370,001626.OFCN,2017/4/10,1.116
6371,001626.OFCN,2017/4/11,1.118
6372,001626.OFCN,2017/4/12,1.104
6373,001626.OFCN,2017/4/13,1.113
6374,001626.OFCN,2017/4/14,1.099
6375,001626.OFCN,2017/4/17,1.097
6376,001626.OFCN,2017/4/18,1.095
6377,001626.OFCN,2017/4/19,1.094
6378,001626.OFCN,2017/4/20,1.094
6379,001626.OFCN,2017/4/21,1.09
6380,001626.OFCN,2017/4/24,1.072
6381,001626.OFCN,2017/4/25,1.085
6382,001626.OFCN,2017/4/26,1.092
6383,001626.OFCN,2017/4/27,1.1
6384,001626.OFCN,2017/4/28,1.098
6385,001626.OFCN,2017/5/2,1.097
6386,001626.OFCN,2017/5/3,1.094
6387,001626.OFCN,2017/5/4,1.092
6388,001626.OFCN,2017/5/5,1.077
6389,001626.OFCN,2017/5/8,1.057
6390,001626.OFCN,2017/5/9,1.067
6391,001626.OFCN,2017/5/10,1.054
6392,001626.OFCN,2017/5/11,1.063
6393,001626.OFCN,2017/5/12,1.063
6394,001626.OFCN,2017/5/15,1.067
6395,001626.OFCN,2017/5/16,1.089
6396,001626.OFCN,2017/5/17,1.091
6397,001626.OFCN,2017/5/18,1.082
6398,001626.OFCN,2017/5/19,1.076
6399,001626.OFCN,2017/5/22,1.065
6400,001626.OFCN,2017/5/23,1.055
6401,001626.OFCN,2017/5/24,1.058
6402,001626.OFCN,2017/5/25,1.064
6403,001626.OFCN,2017/5/26,1.057
6404,001626.OFCN,2017/5/31,1.057
6405,001637.OFCN,2017/3/1,1.094
6406,001637.OFCN,2017/3/2,1.089
6407,001637.OFCN,2017/3/3,1.093
6408,001637.OFCN,2017/3/6,1.105
6409,001637.OFCN,2017/3/7,1.109
6410,001637.OFCN,2017/3/8,1.103
6411,001637.OFCN,2017/3/9,1.096
6412,001637.OFCN,2017/3/10,1.096
6413,001637.OFCN,2017/3/13,1.102
6414,001637.OFCN,2017/3/14,1.101
6415,001637.OFCN,2017/3/15,1.098
6416,001637.OFCN,2017/3/16,1.107
6417,001637.OFCN,2017/3/17,1.102
6418,001637.OFCN,2017/3/20,1.105
6419,001637.OFCN,2017/3/21,1.106
6420,001637.OFCN,2017/3/22,1.1
6421,001637.OFCN,2017/3/23,1.099
6422,001637.OFCN,2017/3/24,1.102
6423,001637.OFCN,2017/3/27,1.098
6424,001637.OFCN,2017/3/28,1.096
6425,001637.OFCN,2017/3/29,1.091
6426,001637.OFCN,2017/3/30,1.078
6427,001637.OFCN,2017/3/31,1.081
6428,001637.OFCN,2017/4/5,1.104
6429,001637.OFCN,2017/4/6,1.108
6430,001637.OFCN,2017/4/7,1.111
6431,001637.OFCN,2017/4/10,1.104
6432,001637.OFCN,2017/4/11,1.109
6433,001637.OFCN,2017/4/12,1.104
6434,001637.OFCN,2017/4/13,1.108
6435,001637.OFCN,2017/4/14,1.091
6436,001637.OFCN,2017/4/17,1.08
6437,001637.OFCN,2017/4/18,1.068
6438,001637.OFCN,2017/4/19,1.055
6439,001637.OFCN,2017/4/20,1.05
6440,001637.OFCN,2017/4/21,1.049
6441,001637.OFCN,2017/4/24,1.021
6442,001637.OFCN,2017/4/25,1.023
6443,001637.OFCN,2017/4/26,1.024
6444,001637.OFCN,2017/4/27,1.026
6445,001637.OFCN,2017/4/28,1.033
6446,001637.OFCN,2017/5/2,1.036
6447,001637.OFCN,2017/5/3,1.031
6448,001637.OFCN,2017/5/4,1.027
6449,001637.OFCN,2017/5/5,1.016
6450,001637.OFCN,2017/5/8,1.001
6451,001637.OFCN,2017/5/9,1.005
6452,001637.OFCN,2017/5/10,0.991
6453,001637.OFCN,2017/5/11,0.987
6454,001637.OFCN,2017/5/12,0.986
6455,001637.OFCN,2017/5/15,0.991
6456,001637.OFCN,2017/5/16,1.008
6457,001637.OFCN,2017/5/17,1.012
6458,001637.OFCN,2017/5/18,1.007
6459,001637.OFCN,2017/5/19,1.006
6460,001637.OFCN,2017/5/22,0.995
6461,001637.OFCN,2017/5/23,0.973
6462,001637.OFCN,2017/5/24,0.977
6463,001637.OFCN,2017/5/25,0.986
6464,001637.OFCN,2017/5/26,0.985
6465,001637.OFCN,2017/5/31,0.982
6466,001643.OFCN,2017/3/1,1.0384
6467,001643.OFCN,2017/3/2,1.0355
6468,001643.OFCN,2017/3/3,1.041
6469,001643.OFCN,2017/3/6,1.0561
6470,001643.OFCN,2017/3/7,1.0484
6471,001643.OFCN,2017/3/8,1.0435
6472,001643.OFCN,2017/3/9,1.0279
6473,001643.OFCN,2017/3/10,1.0291
6474,001643.OFCN,2017/3/13,1.0417
6475,001643.OFCN,2017/3/14,1.039
6476,001643.OFCN,2017/3/15,1.0353
6477,001643.OFCN,2017/3/16,1.0484
6478,001643.OFCN,2017/3/17,1.0361
6479,001643.OFCN,2017/3/20,1.039
6480,001643.OFCN,2017/3/21,1.0375
6481,001643.OFCN,2017/3/22,1.0321
6482,001643.OFCN,2017/3/23,1.0436
6483,001643.OFCN,2017/3/24,1.0501
6484,001643.OFCN,2017/3/27,1.0491
6485,001643.OFCN,2017/3/28,1.0451
6486,001643.OFCN,2017/3/29,1.0424
6487,001643.OFCN,2017/3/30,1.0238
6488,001643.OFCN,2017/3/31,1.0301
6489,001643.OFCN,2017/4/5,1.0507
6490,001643.OFCN,2017/4/6,1.0522
6491,001643.OFCN,2017/4/7,1.0617
6492,001643.OFCN,2017/4/10,1.0629
6493,001643.OFCN,2017/4/11,1.0854
6494,001643.OFCN,2017/4/12,1.0766
6495,001643.OFCN,2017/4/13,1.0772
6496,001643.OFCN,2017/4/14,1.0673
6497,001643.OFCN,2017/4/17,1.0478
6498,001643.OFCN,2017/4/18,1.0404
6499,001643.OFCN,2017/4/19,1.0226
6500,001643.OFCN,2017/4/20,1.0245
6501,001643.OFCN,2017/4/21,1.0112
6502,001643.OFCN,2017/4/24,0.981
6503,001643.OFCN,2017/4/25,0.9931
6504,001643.OFCN,2017/4/26,0.9878
6505,001643.OFCN,2017/4/27,0.9897
6506,001643.OFCN,2017/4/28,0.994
6507,001643.OFCN,2017/5/2,0.9872
6508,001643.OFCN,2017/5/3,0.9876
6509,001643.OFCN,2017/5/4,0.9759
6510,001643.OFCN,2017/5/5,0.9612
6511,001643.OFCN,2017/5/8,0.9417
6512,001643.OFCN,2017/5/9,0.949
6513,001643.OFCN,2017/5/10,0.9295
6514,001643.OFCN,2017/5/11,0.9319
6515,001643.OFCN,2017/5/12,0.9254
6516,001643.OFCN,2017/5/15,0.9267
6517,001643.OFCN,2017/5/16,0.9456
6518,001643.OFCN,2017/5/17,0.9446
6519,001643.OFCN,2017/5/18,0.9387
6520,001643.OFCN,2017/5/19,0.9355
6521,001643.OFCN,2017/5/22,0.9173
6522,001643.OFCN,2017/5/23,0.8874
6523,001643.OFCN,2017/5/24,0.8942
6524,001643.OFCN,2017/5/25,0.9017
6525,001643.OFCN,2017/5/26,0.8982
6526,001643.OFCN,2017/5/31,0.8957
6527,001644.OFCN,2017/3/1,1.0299
6528,001644.OFCN,2017/3/2,1.027
6529,001644.OFCN,2017/3/3,1.0325
6530,001644.OFCN,2017/3/6,1.0475
6531,001644.OFCN,2017/3/7,1.0398
6532,001644.OFCN,2017/3/8,1.035
6533,001644.OFCN,2017/3/9,1.0194
6534,001644.OFCN,2017/3/10,1.0206
6535,001644.OFCN,2017/3/13,1.0331
6536,001644.OFCN,2017/3/14,1.0303
6537,001644.OFCN,2017/3/15,1.0267
6538,001644.OFCN,2017/3/16,1.0397
6539,001644.OFCN,2017/3/17,1.0274
6540,001644.OFCN,2017/3/20,1.0305
6541,001644.OFCN,2017/3/21,1.029
6542,001644.OFCN,2017/3/22,1.0236
6543,001644.OFCN,2017/3/23,1.035
6544,001644.OFCN,2017/3/24,1.0415
6545,001644.OFCN,2017/3/27,1.0404
6546,001644.OFCN,2017/3/28,1.0365
6547,001644.OFCN,2017/3/29,1.0337
6548,001644.OFCN,2017/3/30,1.0153
6549,001644.OFCN,2017/3/31,1.0215
6550,001644.OFCN,2017/4/5,1.0418
6551,001644.OFCN,2017/4/6,1.0433
6552,001644.OFCN,2017/4/7,1.0527
6553,001644.OFCN,2017/4/10,1.0539
6554,001644.OFCN,2017/4/11,1.0762
6555,001644.OFCN,2017/4/12,1.0674
6556,001644.OFCN,2017/4/13,1.0682
6557,001644.OFCN,2017/4/14,1.0583
6558,001644.OFCN,2017/4/17,1.0389
6559,001644.OFCN,2017/4/18,1.0317
6560,001644.OFCN,2017/4/19,1.014
6561,001644.OFCN,2017/4/20,1.0159
6562,001644.OFCN,2017/4/21,1.0026
6563,001644.OFCN,2017/4/24,0.9727
6564,001644.OFCN,2017/4/25,0.9846
6565,001644.OFCN,2017/4/26,0.9794
6566,001644.OFCN,2017/4/27,0.9813
6567,001644.OFCN,2017/4/28,0.9855
6568,001644.OFCN,2017/5/2,0.9788
6569,001644.OFCN,2017/5/3,0.9791
