,secID,endDate,ADJUST_NAV
2110,000893.OFCN,2017/4/24,0.752
2111,000893.OFCN,2017/4/25,0.755
2112,000893.OFCN,2017/4/26,0.756
2113,000893.OFCN,2017/4/27,0.76
2114,000893.OFCN,2017/4/28,0.764
2115,000893.OFCN,2017/5/2,0.759
2116,000893.OFCN,2017/5/3,0.759
2117,000893.OFCN,2017/5/4,0.755
2118,000893.OFCN,2017/5/5,0.751
2119,000893.OFCN,2017/5/8,0.739
2120,000893.OFCN,2017/5/9,0.739
2121,000893.OFCN,2017/5/10,0.731
2122,000893.OFCN,2017/5/11,0.729
2123,000893.OFCN,2017/5/12,0.729
2124,000893.OFCN,2017/5/15,0.73
2125,000893.OFCN,2017/5/16,0.744
2126,000893.OFCN,2017/5/17,0.748
2127,000893.OFCN,2017/5/18,0.747
2128,000893.OFCN,2017/5/19,0.75
2129,000893.OFCN,2017/5/22,0.738
2130,000893.OFCN,2017/5/23,0.725
2131,000893.OFCN,2017/5/24,0.729
2132,000893.OFCN,2017/5/25,0.735
2133,000893.OFCN,2017/5/26,0.734
2134,000893.OFCN,2017/5/31,0.733
2135,000913.OFCN,2017/3/1,1.0575
2136,000913.OFCN,2017/3/2,1.0545
2137,000913.OFCN,2017/3/3,1.06
2138,000913.OFCN,2017/3/6,1.0676
2139,000913.OFCN,2017/3/7,1.0762
2140,000913.OFCN,2017/3/8,1.0719
2141,000913.OFCN,2017/3/9,1.0632
2142,000913.OFCN,2017/3/10,1.0564
2143,000913.OFCN,2017/3/13,1.0614
2144,000913.OFCN,2017/3/14,1.0653
2145,000913.OFCN,2017/3/15,1.064
2146,000913.OFCN,2017/3/16,1.0803
2147,000913.OFCN,2017/3/17,1.0743
2148,000913.OFCN,2017/3/20,1.0751
2149,000913.OFCN,2017/3/21,1.0762
2150,000913.OFCN,2017/3/22,1.0798
2151,000913.OFCN,2017/3/23,1.0795
2152,000913.OFCN,2017/3/24,1.0828
2153,000913.OFCN,2017/3/27,1.0746
2154,000913.OFCN,2017/3/28,1.0745
2155,000913.OFCN,2017/3/29,1.0639
2156,000913.OFCN,2017/3/30,1.0514
2157,000913.OFCN,2017/3/31,1.0509
2158,000913.OFCN,2017/4/5,1.0668
2159,000913.OFCN,2017/4/6,1.0704
2160,000913.OFCN,2017/4/7,1.0687
2161,000913.OFCN,2017/4/10,1.0596
2162,000913.OFCN,2017/4/11,1.0607
2163,000913.OFCN,2017/4/12,1.0538
2164,000913.OFCN,2017/4/13,1.0583
2165,000913.OFCN,2017/4/14,1.0432
2166,000913.OFCN,2017/4/17,1.0267
2167,000913.OFCN,2017/4/18,1.021
2168,000913.OFCN,2017/4/19,1.0189
2169,000913.OFCN,2017/4/20,1.0306
2170,000913.OFCN,2017/4/21,1.0357
2171,000913.OFCN,2017/4/24,1.0236
2172,000913.OFCN,2017/4/25,1.0259
2173,000913.OFCN,2017/4/26,1.0213
2174,000913.OFCN,2017/4/27,1.0308
2175,000913.OFCN,2017/4/28,1.0333
2176,000913.OFCN,2017/5/2,1.0292
2177,000913.OFCN,2017/5/3,1.0204
2178,000913.OFCN,2017/5/4,1.0147
2179,000913.OFCN,2017/5/5,0.9999
2180,000913.OFCN,2017/5/8,0.9844
2181,000913.OFCN,2017/5/9,0.9914
2182,000913.OFCN,2017/5/10,0.9712
2183,000913.OFCN,2017/5/11,0.9737
2184,000913.OFCN,2017/5/12,0.9706
2185,000913.OFCN,2017/5/15,0.9703
2186,000913.OFCN,2017/5/16,0.9938
2187,000913.OFCN,2017/5/17,0.9958
2188,000913.OFCN,2017/5/18,0.9925
2189,000913.OFCN,2017/5/19,0.9799
2190,000913.OFCN,2017/5/22,0.9706
2191,000913.OFCN,2017/5/23,0.9486
2192,000913.OFCN,2017/5/24,0.9459
2193,000913.OFCN,2017/5/25,0.9468
2194,000913.OFCN,2017/5/26,0.9439
2195,000913.OFCN,2017/5/31,0.9241
2196,000916.OFCN,2017/3/1,1.3639
2197,000916.OFCN,2017/3/2,1.3568
2198,000916.OFCN,2017/3/3,1.3568
2199,000916.OFCN,2017/3/6,1.3639
2200,000916.OFCN,2017/3/7,1.3674
2201,000916.OFCN,2017/3/8,1.3662
2202,000916.OFCN,2017/3/9,1.358
2203,000916.OFCN,2017/3/10,1.358
2204,000916.OFCN,2017/3/13,1.3721
2205,000916.OFCN,2017/3/14,1.3709
2206,000916.OFCN,2017/3/15,1.3756
2207,000916.OFCN,2017/3/16,1.3803
2208,000916.OFCN,2017/3/17,1.3662
2209,000916.OFCN,2017/3/20,1.3697
2210,000916.OFCN,2017/3/21,1.3803
2211,000916.OFCN,2017/3/22,1.3768
2212,000916.OFCN,2017/3/23,1.3803
2213,000916.OFCN,2017/3/24,1.3921
2214,000916.OFCN,2017/3/27,1.3874
2215,000916.OFCN,2017/3/28,1.3827
2216,000916.OFCN,2017/3/29,1.3839
2217,000916.OFCN,2017/3/30,1.3756
2218,000916.OFCN,2017/3/31,1.3803
2219,000916.OFCN,2017/4/5,1.4015
2220,000916.OFCN,2017/4/6,1.4121
2221,000916.OFCN,2017/4/7,1.4191
2222,000916.OFCN,2017/4/10,1.4274
2223,000916.OFCN,2017/4/11,1.4379
2224,000916.OFCN,2017/4/12,1.4391
2225,000916.OFCN,2017/4/13,1.4426
2226,000916.OFCN,2017/4/14,1.4297
2227,000916.OFCN,2017/4/17,1.4262
2228,000916.OFCN,2017/4/18,1.4238
2229,000916.OFCN,2017/4/19,1.4191
2230,000916.OFCN,2017/4/20,1.4274
2231,000916.OFCN,2017/4/21,1.4285
2232,000916.OFCN,2017/4/24,1.4109
2233,000916.OFCN,2017/4/25,1.4121
2234,000916.OFCN,2017/4/26,1.4121
2235,000916.OFCN,2017/4/27,1.4109
2236,000916.OFCN,2017/4/28,1.4027
2237,000916.OFCN,2017/5/2,1.3956
2238,000916.OFCN,2017/5/3,1.3874
2239,000916.OFCN,2017/5/4,1.3839
2240,000916.OFCN,2017/5/5,1.3756
2241,000916.OFCN,2017/5/8,1.3639
2242,000916.OFCN,2017/5/9,1.3627
2243,000916.OFCN,2017/5/10,1.3486
2244,000916.OFCN,2017/5/11,1.3556
2245,000916.OFCN,2017/5/12,1.3627
2246,000916.OFCN,2017/5/15,1.3674
2247,000916.OFCN,2017/5/16,1.3827
2248,000916.OFCN,2017/5/17,1.3768
2249,000916.OFCN,2017/5/18,1.3686
2250,000916.OFCN,2017/5/19,1.3686
2251,000916.OFCN,2017/5/22,1.3662
2252,000916.OFCN,2017/5/23,1.3674
2253,000916.OFCN,2017/5/24,1.365
2254,000916.OFCN,2017/5/25,1.3815
2255,000916.OFCN,2017/5/26,1.3886
2256,000916.OFCN,2017/5/31,1.3933
2257,000925.OFCN,2017/3/1,1.054
2258,000925.OFCN,2017/3/2,1.056
2259,000925.OFCN,2017/3/3,1.07
2260,000925.OFCN,2017/3/6,1.09
2261,000925.OFCN,2017/3/7,1.085
2262,000925.OFCN,2017/3/8,1.08
2263,000925.OFCN,2017/3/9,1.08
2264,000925.OFCN,2017/3/10,1.088
2265,000925.OFCN,2017/3/13,1.105
2266,000925.OFCN,2017/3/14,1.099
2267,000925.OFCN,2017/3/15,1.096
2268,000925.OFCN,2017/3/16,1.102
2269,000925.OFCN,2017/3/17,1.091
2270,000925.OFCN,2017/3/20,1.091
2271,000925.OFCN,2017/3/21,1.098
2272,000925.OFCN,2017/3/22,1.099
2273,000925.OFCN,2017/3/23,1.107
2274,000925.OFCN,2017/3/24,1.111
2275,000925.OFCN,2017/3/27,1.1
2276,000925.OFCN,2017/3/28,1.102
2277,000925.OFCN,2017/3/29,1.099
2278,000925.OFCN,2017/3/30,1.08
2279,000925.OFCN,2017/3/31,1.093
2280,000925.OFCN,2017/4/5,1.12
2281,000925.OFCN,2017/4/6,1.119
2282,000925.OFCN,2017/4/7,1.115
2283,000925.OFCN,2017/4/10,1.104
2284,000925.OFCN,2017/4/11,1.097
2285,000925.OFCN,2017/4/12,1.095
2286,000925.OFCN,2017/4/13,1.1
2287,000925.OFCN,2017/4/14,1.085
2288,000925.OFCN,2017/4/17,1.082
2289,000925.OFCN,2017/4/18,1.075
2290,000925.OFCN,2017/4/19,1.067
2291,000925.OFCN,2017/4/20,1.071
2292,000925.OFCN,2017/4/21,1.064
2293,000925.OFCN,2017/4/24,1.034
2294,000925.OFCN,2017/4/25,1.044
2295,000925.OFCN,2017/4/26,1.057
2296,000925.OFCN,2017/4/27,1.067
2297,000925.OFCN,2017/4/28,1.071
2298,000925.OFCN,2017/5/2,1.072
2299,000925.OFCN,2017/5/3,1.069
2300,000925.OFCN,2017/5/4,1.058
2301,000925.OFCN,2017/5/5,1.043
2302,000925.OFCN,2017/5/8,1.03
2303,000925.OFCN,2017/5/9,1.04
2304,000925.OFCN,2017/5/10,1.036
2305,000925.OFCN,2017/5/11,1.041
2306,000925.OFCN,2017/5/12,1.034
2307,000925.OFCN,2017/5/15,1.04
2308,000925.OFCN,2017/5/16,1.07
2309,000925.OFCN,2017/5/17,1.064
2310,000925.OFCN,2017/5/18,1.05
2311,000925.OFCN,2017/5/19,1.046
2312,000925.OFCN,2017/5/22,1.037
2313,000925.OFCN,2017/5/23,1.029
2314,000925.OFCN,2017/5/24,1.036
2315,000925.OFCN,2017/5/25,1.03
2316,000925.OFCN,2017/5/26,1.02
2317,000925.OFCN,2017/5/31,1.021
2318,000955.OFCN,2017/3/1,1.216
2319,000955.OFCN,2017/3/2,1.209
2320,000955.OFCN,2017/3/3,1.209
2321,000955.OFCN,2017/3/6,1.221
2322,000955.OFCN,2017/3/7,1.222
2323,000955.OFCN,2017/3/8,1.213
